Datetime,Global_active_power,Predicted-GRU
2010-07-20 09:40:00,3.31,2.4622955
2010-07-20 09:50:00,3.666,2.878324
2010-07-20 10:00:00,5.6739999999999995,4.241807
2010-07-20 10:10:00,8.610000000000001,4.0693345
2010-07-20 10:20:00,13.260000000000002,6.5290294
2010-07-20 10:30:00,13.629999999999999,9.682388
2010-07-20 10:40:00,13.932,13.474937
2010-07-20 10:50:00,13.762,13.592417
2010-07-20 11:00:00,14.522,14.204687
2010-07-20 11:10:00,16.198,14.01925
2010-07-20 11:20:00,5.055999999999999,15.008908
2010-07-20 11:30:00,3.4960000000000004,16.697357
2010-07-20 11:40:00,3.31,4.9927607
2010-07-20 11:50:00,3.032,5.0460787
2010-07-20 12:00:00,4.6899999999999995,5.1395774
2010-07-20 12:10:00,5.345999999999999,4.5141973
2010-07-20 12:20:00,3.158,6.1067185
2010-07-20 12:30:00,3.2439999999999998,6.998524
2010-07-20 12:40:00,2.18,4.1814814
2010-07-20 12:50:00,1.5719999999999998,4.161043
2010-07-20 13:00:00,4.5600000000000005,3.0305514
2010-07-20 13:10:00,4.718,2.1328158
2010-07-20 13:20:00,3.244,5.6964684
2010-07-20 13:30:00,2.418,5.700212
2010-07-20 13:40:00,3.0359999999999996,3.9376965
2010-07-20 13:50:00,2.6440000000000006,3.1196566
2010-07-20 14:00:00,5.886,4.000237
2010-07-20 14:10:00,2.9280000000000004,3.1269977
2010-07-20 14:20:00,1.9479999999999995,6.7989187
2010-07-20 14:30:00,1.702,3.2921631
2010-07-20 14:40:00,2.8160000000000003,2.5207732
2010-07-20 14:50:00,3.1639999999999997,2.3220432
2010-07-20 15:00:00,5.448,3.5365217
2010-07-20 15:10:00,2.446,3.612291
2010-07-20 15:20:00,3.6220000000000003,6.1329255
2010-07-20 15:30:00,3.4760000000000004,2.6233082
2010-07-20 15:40:00,2.3699999999999997,4.2328625
2010-07-20 15:50:00,2.0220000000000002,3.895975
2010-07-20 16:00:00,5.836,2.6701732
2010-07-20 16:10:00,2.5060000000000002,2.3468442
2010-07-20 16:20:00,2.728,6.9462614
2010-07-20 16:30:00,2.5260000000000002,2.9154282
2010-07-20 16:40:00,1.5779999999999998,3.5212123
2010-07-20 16:50:00,1.8980000000000001,3.4020452
2010-07-20 17:00:00,7.848000000000001,2.2507677
2010-07-20 17:10:00,3.4899999999999993,2.5303905
2010-07-20 17:20:00,2.3200000000000003,9.255934
2010-07-20 17:30:00,2.118,3.7956884
2010-07-20 17:40:00,5.776000000000001,2.9283412
2010-07-20 17:50:00,7.006,3.0549302
2010-07-20 18:00:00,8.915999999999999,7.1341205
2010-07-20 18:10:00,6.228,7.599617
2010-07-20 18:20:00,5.716,9.931481
2010-07-20 18:30:00,6.0920000000000005,7.0538125
2010-07-20 18:40:00,6.498,6.635373
2010-07-20 18:50:00,10.076,7.126059
2010-07-20 19:00:00,5.828,7.5628896
2010-07-20 19:10:00,7.065999999999999,11.246284
2010-07-20 19:20:00,6.818,6.559404
2010-07-20 19:30:00,5.714,8.5450115
2010-07-20 19:40:00,5.191999999999999,7.8631988
2010-07-20 19:50:00,9.330000000000002,6.7576094
2010-07-20 20:00:00,14.374000000000002,6.136995
2010-07-20 20:10:00,9.562,10.797749
2010-07-20 20:20:00,17.226000000000003,15.22882
2010-07-20 20:30:00,16.85,9.759649
2010-07-20 20:40:00,22.798000000000005,17.90503
2010-07-20 20:50:00,16.279999999999998,16.737577
2010-07-20 21:00:00,7.7780000000000005,21.937614
2010-07-20 21:10:00,6.572,15.652333
2010-07-20 21:20:00,6.643999999999999,8.703896
2010-07-20 21:30:00,6.901999999999999,8.063227
2010-07-20 21:40:00,10.520000000000003,8.348523
2010-07-20 21:50:00,7.062,8.538695
2010-07-20 22:00:00,6.061999999999999,12.039338
2010-07-20 22:10:00,5.73,8.33426
2010-07-20 22:20:00,6.61,7.0606813
2010-07-20 22:30:00,11.706,6.6378336
2010-07-20 22:40:00,7.522000000000001,7.558106
2010-07-20 22:50:00,6.382,12.511252
2010-07-20 23:00:00,6.664,7.797575
2010-07-20 23:10:00,7.129999999999999,7.384126
2010-07-20 23:20:00,10.531999999999998,7.5546546
2010-07-20 23:30:00,15.498,8.025331
2010-07-20 23:40:00,11.804,11.196579
2010-07-20 23:50:00,5.954,15.872474
2010-07-21 00:00:00,3.282,11.9739685
2010-07-21 00:10:00,18.292,6.01367
2010-07-21 00:20:00,13.288,4.1054153
2010-07-21 00:30:00,3.9119999999999995,18.95119
2010-07-21 00:40:00,4.068,12.670528
2010-07-21 00:50:00,4.094,3.6588683
2010-07-21 01:00:00,2.778,5.4957423
2010-07-21 01:10:00,2.21,5.3806753
2010-07-21 01:20:00,10.436,3.0143762
2010-07-21 01:30:00,24.570000000000004,2.7593796
2010-07-21 01:40:00,2.5940000000000003,12.788925
2010-07-21 01:50:00,1.6579999999999997,22.16296
2010-07-21 02:00:00,2.134,0.5184055
2010-07-21 02:10:00,5.736,2.3671823
2010-07-21 02:20:00,5.134,3.2979383
2010-07-21 02:30:00,2.992,6.9568195
2010-07-21 02:40:00,2.354,5.2466083
2010-07-21 02:50:00,1.8079999999999996,4.2626023
2010-07-21 03:00:00,2.532,3.6181417
2010-07-21 03:10:00,6.832,2.6465917
2010-07-21 03:20:00,2.656,3.2413483
2010-07-21 03:30:00,2.028,7.6388392
2010-07-21 03:40:00,1.872,2.6392946
2010-07-21 03:50:00,2.778,2.7148638
2010-07-21 04:00:00,5.34,2.612707
2010-07-21 04:10:00,5.504,3.394007
2010-07-21 04:20:00,2.34,5.949865
2010-07-21 04:30:00,2.29,6.03566
2010-07-21 04:40:00,3.194,2.531521
2010-07-21 04:50:00,2.4539999999999997,2.8782547
2010-07-21 05:00:00,5.606,4.0699134
2010-07-21 05:10:00,1.5599999999999998,2.8689504
2010-07-21 05:20:00,3.3659999999999997,6.290926
2010-07-21 05:30:00,2.694,1.8158375
2010-07-21 05:40:00,2.0919999999999996,4.2235484
2010-07-21 05:50:00,3.104,3.4521055
2010-07-21 06:00:00,7.036,2.7828546
2010-07-21 06:10:00,3.3339999999999996,3.7183704
2010-07-21 06:20:00,2.412,8.220776
2010-07-21 06:30:00,1.966,3.4044695
2010-07-21 06:40:00,2.0479999999999996,2.7217698
2010-07-21 06:50:00,5.914000000000001,2.866963
2010-07-21 07:00:00,3.09,2.8580256
2010-07-21 07:10:00,2.516,7.065325
2010-07-21 07:20:00,1.8719999999999994,3.5265448
2010-07-21 07:30:00,2.0100000000000002,3.3432035
2010-07-21 07:40:00,11.626,2.7286294
2010-07-21 07:50:00,18.704,2.928448
2010-07-21 08:00:00,13.034,12.752717
2010-07-21 08:10:00,12.176000000000002,18.259418
2010-07-21 08:20:00,12.813999999999998,12.888385
2010-07-21 08:30:00,5.238,12.701534
2010-07-21 08:40:00,2.246,13.716664
2010-07-21 08:50:00,5.582,5.3847785
2010-07-21 09:00:00,1.798,2.9005008
2010-07-21 09:10:00,3.178,7.872485
2010-07-21 09:20:00,3.7159999999999993,2.9594092
2010-07-21 09:30:00,2.9760000000000004,4.701565
2010-07-21 09:40:00,3.612,5.3182883
2010-07-21 09:50:00,6.0200000000000005,4.0409403
2010-07-21 10:00:00,2.5439999999999996,4.3921475
2010-07-21 10:10:00,2.6700000000000004,7.163422
2010-07-21 10:20:00,2.1519999999999997,2.966805
2010-07-21 10:30:00,1.5779999999999998,3.4595795
2010-07-21 10:40:00,4.53,3.072294
2010-07-21 10:50:00,4.848,2.3728635
2010-07-21 11:00:00,2.3920000000000003,5.508264
2010-07-21 11:10:00,2.048,5.754125
2010-07-21 11:20:00,2.6679999999999997,2.9539094
2010-07-21 11:30:00,3.81,2.7232656
2010-07-21 11:40:00,7.029999999999999,3.6059027
2010-07-21 11:50:00,2.0579999999999994,4.523892
2010-07-21 12:00:00,1.5419999999999998,7.759568
2010-07-21 12:10:00,2.8800000000000003,2.1375873
2010-07-21 12:20:00,2.7980000000000005,2.236925
2010-07-21 12:30:00,2.038,3.7404912
2010-07-21 12:40:00,4.5440000000000005,3.4201577
2010-07-21 12:50:00,3.3900000000000006,2.2445154
2010-07-21 13:00:00,3.432,5.3593044
2010-07-21 13:10:00,6.782,3.934128
2010-07-21 13:20:00,8.408000000000001,3.9400883
2010-07-21 13:30:00,8.022,7.7243705
2010-07-21 13:40:00,11.998000000000001,9.289483
2010-07-21 13:50:00,7.926,8.653485
2010-07-21 14:00:00,8.655999999999999,12.837708
2010-07-21 14:10:00,8.671999999999999,8.599898
2010-07-21 14:20:00,7.766000000000001,9.624213
2010-07-21 14:30:00,7.962,9.714638
2010-07-21 14:40:00,10.895999999999997,9.045001
2010-07-21 14:50:00,7.978,9.047603
2010-07-21 15:00:00,6.770000000000001,12.2362385
2010-07-21 15:10:00,6.7299999999999995,9.021495
2010-07-21 15:20:00,7.659999999999998,7.757245
2010-07-21 15:30:00,8.209999999999999,8.054925
2010-07-21 15:40:00,9.745999999999999,9.013419
2010-07-21 15:50:00,5.81,9.134849
2010-07-21 16:00:00,7.496,10.9272175
2010-07-21 16:10:00,7.869999999999999,6.729647
2010-07-21 16:20:00,7.0200000000000005,8.717463
2010-07-21 16:30:00,17.574,8.946702
2010-07-21 16:40:00,18.29,7.99684
2010-07-21 16:50:00,18.802000000000003,17.9383
2010-07-21 17:00:00,18.695999999999998,17.875809
2010-07-21 17:10:00,12.245999999999997,18.532648
2010-07-21 17:20:00,1.5619999999999998,17.9948
2010-07-21 17:30:00,6.638,12.731064
2010-07-21 17:40:00,2.926,1.1356496
2010-07-21 17:50:00,2.384,8.66303
2010-07-21 18:00:00,1.5759999999999998,4.1634555
2010-07-21 18:10:00,2.3240000000000003,3.6734276
2010-07-21 18:20:00,2.9219999999999997,2.9085562
2010-07-21 18:30:00,7.331999999999999,3.9510837
2010-07-21 18:40:00,2.732,3.590613
2010-07-21 18:50:00,3.132,7.9046674
2010-07-21 19:00:00,2.5760000000000005,2.9025915
2010-07-21 19:10:00,2.666,3.6639838
2010-07-21 19:20:00,3.696,3.2134356
2010-07-21 19:30:00,6.371999999999999,3.3220809
2010-07-21 19:40:00,6.343999999999999,4.2186155
2010-07-21 19:50:00,23.753999999999998,7.217011
2010-07-21 20:00:00,23.08,7.043531
2010-07-21 20:10:00,15.483999999999998,21.852125
2010-07-21 20:20:00,15.774000000000001,20.75903
2010-07-21 20:30:00,11.661999999999999,14.765725
2010-07-21 20:40:00,5.446,15.810798
2010-07-21 20:50:00,5.0,12.30599
2010-07-21 21:00:00,4.28,5.537212
2010-07-21 21:10:00,3.4800000000000004,6.2083077
2010-07-21 21:20:00,7.289999999999999,6.378632
2010-07-21 21:30:00,4.168,4.8218875
2010-07-21 21:40:00,5.072,8.477892
2010-07-21 21:50:00,4.284,4.9360323
2010-07-21 22:00:00,4.7540000000000004,5.829329
2010-07-21 22:10:00,7.996,4.7964926
2010-07-21 22:20:00,22.448000000000004,5.8136168
2010-07-21 22:30:00,18.8,8.976722
2010-07-21 22:40:00,18.66,21.574053
2010-07-21 22:50:00,23.426000000000005,17.97701
2010-07-21 23:00:00,34.564,18.086264
2010-07-21 23:10:00,27.830000000000002,22.305132
2010-07-21 23:20:00,27.332,30.0036
2010-07-21 23:30:00,25.65,24.531414
2010-07-21 23:40:00,26.400000000000002,26.354183
2010-07-21 23:50:00,30.912000000000003,25.624105
2010-07-22 00:00:00,26.304,24.69362
2010-07-22 00:10:00,25.286,28.188242
2010-07-22 00:20:00,25.721999999999998,25.690086
2010-07-22 00:30:00,26.741999999999997,25.396675
2010-07-22 00:40:00,26.962,24.142698
2010-07-22 00:50:00,29.48,26.44453
2010-07-22 01:00:00,24.650000000000002,26.059536
2010-07-22 01:10:00,24.061999999999998,28.545115
2010-07-22 01:20:00,24.593999999999998,24.55752
2010-07-22 01:30:00,24.71,23.573492
2010-07-22 01:40:00,18.328,24.080559
2010-07-22 01:50:00,13.738,24.314795
2010-07-22 02:00:00,13.919999999999998,18.104122
2010-07-22 02:10:00,14.514000000000001,14.442582
2010-07-22 02:20:00,13.498000000000003,15.164321
2010-07-22 02:30:00,13.37,14.69504
2010-07-22 02:40:00,18.032,13.859915
2010-07-22 02:50:00,14.414,13.994825
2010-07-22 03:00:00,13.404000000000002,18.043823
2010-07-22 03:10:00,13.046000000000001,13.541459
2010-07-22 03:20:00,13.374,13.291983
2010-07-22 03:30:00,14.127999999999998,13.074773
2010-07-22 03:40:00,17.434,13.529766
2010-07-22 03:50:00,12.860000000000001,13.901246
2010-07-22 04:00:00,13.482,17.47558
2010-07-22 04:10:00,13.655999999999999,12.719621
2010-07-22 04:20:00,13.752000000000002,13.362703
2010-07-22 04:30:00,13.776000000000002,13.613834
2010-07-22 04:40:00,16.902,13.851574
2010-07-22 04:50:00,10.528000000000002,13.661954
2010-07-22 05:00:00,5.2299999999999995,17.048414
2010-07-22 05:10:00,3.9440000000000004,10.475829
2010-07-22 05:20:00,2.7219999999999995,5.2228947
2010-07-22 05:30:00,2.8,4.7308574
2010-07-22 05:40:00,7.2620000000000005,3.4796987
2010-07-22 05:50:00,4.178,3.419149
2010-07-22 06:00:00,2.6839999999999993,8.394824
2010-07-22 06:10:00,2.5199999999999996,4.6853023
2010-07-22 06:20:00,3.3620000000000005,2.9319603
2010-07-22 06:30:00,3.958,2.963884
2010-07-22 06:40:00,6.982,3.9048
2010-07-22 06:50:00,2.502,4.0977683
2010-07-22 07:00:00,3.13,7.661078
2010-07-22 07:10:00,3.642,2.5692558
2010-07-22 07:20:00,3.4379999999999997,3.573349
2010-07-22 07:30:00,2.6839999999999993,4.1066566
2010-07-22 07:40:00,6.93,3.8291767
2010-07-22 07:50:00,8.450000000000001,2.7162735
2010-07-22 08:00:00,14.008000000000001,7.8565555
2010-07-22 08:10:00,14.155999999999999,8.955698
2010-07-22 08:20:00,13.53,13.841656
2010-07-22 08:30:00,8.214,13.93971
2010-07-22 08:40:00,4.954000000000001,13.6722765
2010-07-22 08:50:00,6.238000000000001,8.042525
2010-07-22 09:00:00,2.826,5.48363
2010-07-22 09:10:00,2.466,7.4747252
2010-07-22 09:20:00,3.0020000000000002,3.3794217
2010-07-22 09:30:00,3.9840000000000004,3.540207
2010-07-22 09:40:00,3.152,4.3081746
2010-07-22 09:50:00,6.285999999999999,5.126293
2010-07-22 10:00:00,2.7680000000000002,3.823432
2010-07-22 10:10:00,4.228,7.4905434
2010-07-22 10:20:00,3.512,3.1707282
2010-07-22 10:30:00,2.5119999999999996,5.1847153
2010-07-22 10:40:00,2.6220000000000003,4.3168526
2010-07-22 10:50:00,5.9239999999999995,3.1638348
2010-07-22 11:00:00,5.012,3.385159
2010-07-22 11:10:00,2.856,7.2557383
2010-07-22 11:20:00,2.678,5.7617564
2010-07-22 11:30:00,3.136,3.2981565
2010-07-22 11:40:00,3.458,3.5718005
2010-07-22 11:50:00,3.3259999999999996,3.903944
2010-07-22 12:00:00,6.454,4.1394153
2010-07-22 12:10:00,3.0020000000000002,3.956709
2010-07-22 12:20:00,3.1180000000000003,7.6389794
2010-07-22 12:30:00,3.426,3.2653713
2010-07-22 12:40:00,3.198,3.8230438
2010-07-22 12:50:00,2.9539999999999997,4.1400895
2010-07-22 13:00:00,6.255999999999999,3.739391
2010-07-22 13:10:00,3.4739999999999993,3.3407104
2010-07-22 13:20:00,3.7060000000000004,7.3397536
2010-07-22 13:30:00,2.9460000000000006,3.8058834
2010-07-22 13:40:00,2.4459999999999997,4.4013705
2010-07-22 13:50:00,3.14,3.7837095
2010-07-22 14:00:00,11.486,3.1397116
2010-07-22 14:10:00,20.704,4.002461
2010-07-22 14:20:00,17.887999999999998,12.793985
2010-07-22 14:30:00,15.124,20.039043
2010-07-22 14:40:00,10.494000000000002,16.813643
2010-07-22 14:50:00,3.7800000000000002,15.271911
2010-07-22 15:00:00,3.0380000000000003,11.079585
2010-07-22 15:10:00,6.2,4.1815543
2010-07-22 15:20:00,3.192,4.1422358
2010-07-22 15:30:00,3.7860000000000005,8.482478
2010-07-22 15:40:00,3.3200000000000003,4.5397162
2010-07-22 15:50:00,2.474,5.4214025
2010-07-22 16:00:00,2.686,4.823261
2010-07-22 16:10:00,4.638,3.400184
2010-07-22 16:20:00,6.648000000000001,3.4419353
2010-07-22 16:30:00,2.474,5.820077
2010-07-22 16:40:00,2.468,7.707423
2010-07-22 16:50:00,3.6620000000000004,2.7218459
2010-07-22 17:00:00,3.828,3.460096
2010-07-22 17:10:00,2.79,4.634365
2010-07-22 17:20:00,6.298000000000001,4.616621
2010-07-22 17:30:00,3.3340000000000005,3.3755083
2010-07-22 17:40:00,3.648,7.6280127
2010-07-22 17:50:00,3.2640000000000002,3.7901945
2010-07-22 18:00:00,2.464,4.347859
2010-07-22 18:10:00,3.208,3.9072976
2010-07-22 18:20:00,6.006,2.9720104
2010-07-22 18:30:00,4.56,3.85858
2010-07-22 18:40:00,2.85,7.070867
2010-07-22 18:50:00,3.2600000000000002,5.096531
2010-07-22 19:00:00,2.844,3.1969736
2010-07-22 19:10:00,3.5199999999999996,3.969586
2010-07-22 19:20:00,4.146,3.163582
2010-07-22 19:30:00,6.094,3.9956484
2010-07-22 19:40:00,2.6060000000000003,4.859911
2010-07-22 19:50:00,3.28,7.167959
2010-07-22 20:00:00,3.5260000000000002,2.9878213
2010-07-22 20:10:00,3.5779999999999994,4.253113
2010-07-22 20:20:00,3.032,4.4092174
2010-07-22 20:30:00,6.16,4.382835
2010-07-22 20:40:00,3.4739999999999998,3.7554927
2010-07-22 20:50:00,3.964,7.529677
2010-07-22 21:00:00,3.858,4.0419636
2010-07-22 21:10:00,8.120000000000001,4.817269
2010-07-22 21:20:00,9.616,4.7779183
2010-07-22 21:30:00,13.566,9.303656
2010-07-22 21:40:00,11.458,10.288375
2010-07-22 21:50:00,11.378,14.246297
2010-07-22 22:00:00,12.117999999999999,11.953623
2010-07-22 22:10:00,12.921999999999999,12.033638
2010-07-22 22:20:00,12.648,12.941478
2010-07-22 22:30:00,15.02,13.732221
2010-07-22 22:40:00,10.748000000000001,13.539119
2010-07-22 22:50:00,5.446000000000001,15.950694
2010-07-22 23:00:00,5.146,11.698374
2010-07-22 23:10:00,4.039999999999999,6.2882233
2010-07-22 23:20:00,3.7120000000000006,6.692426
2010-07-22 23:30:00,8.192000000000002,5.425254
2010-07-22 23:40:00,5.991999999999999,4.934669
2010-07-22 23:50:00,4.6160000000000005,9.870459
2010-07-23 00:00:00,3.6759999999999993,7.1418657
2010-07-23 00:10:00,3.6560000000000006,5.460891
2010-07-23 00:20:00,5.1000000000000005,4.5698104
2010-07-23 00:30:00,8.532000000000002,4.689721
2010-07-23 00:40:00,4.016,5.8759327
2010-07-23 00:50:00,7.0920000000000005,9.630524
2010-07-23 01:00:00,14.856,4.482785
2010-07-23 01:10:00,15.059999999999999,8.183327
2010-07-23 01:20:00,14.788,15.241542
2010-07-23 01:30:00,17.754,14.844911
2010-07-23 01:40:00,8.99,14.505619
2010-07-23 01:50:00,4.412,17.817791
2010-07-23 02:00:00,5.300000000000001,9.047362
2010-07-23 02:10:00,4.746000000000001,4.664653
2010-07-23 02:20:00,5.122,6.7265744
2010-07-23 02:30:00,7.974,6.1111517
2010-07-23 02:40:00,6.018,6.013056
2010-07-23 02:50:00,6.34,9.399136
2010-07-23 03:00:00,8.042,7.0014863
2010-07-23 03:10:00,10.720000000000002,6.780454
2010-07-23 03:20:00,11.277999999999999,8.718735
2010-07-23 03:30:00,13.108,11.57126
2010-07-23 03:40:00,17.034,11.466394
2010-07-23 03:50:00,14.516,13.722627
2010-07-23 04:00:00,29.896,17.453976
2010-07-23 04:10:00,18.148000000000003,14.375995
2010-07-23 04:20:00,3.9259999999999997,27.23724
2010-07-23 04:30:00,4.14,16.984707
2010-07-23 04:40:00,6.683999999999999,3.1897833
2010-07-23 04:50:00,4.093999999999999,5.6954007
2010-07-23 05:00:00,4.1739999999999995,8.990149
2010-07-23 05:10:00,7.304,4.642612
2010-07-23 05:20:00,24.525999999999993,5.5916343
2010-07-23 05:30:00,3.396,9.938618
2010-07-23 05:40:00,7.814,21.774467
2010-07-23 05:50:00,3.476,1.3887128
2010-07-23 06:00:00,2.482,9.402852
2010-07-23 06:10:00,2.598,3.774381
2010-07-23 06:20:00,3.5820000000000003,3.2030098
2010-07-23 06:30:00,4.008,2.9758725
2010-07-23 06:40:00,5.140000000000001,5.187648
2010-07-23 06:50:00,3.568,5.2167053
2010-07-23 07:00:00,3.2099999999999995,5.771941
2010-07-23 07:10:00,4.138,4.32735
2010-07-23 07:20:00,2.8199999999999994,3.5266762
2010-07-23 07:30:00,2.4299999999999997,4.767642
2010-07-23 07:40:00,2.82,3.3042173
2010-07-23 07:50:00,7.574,2.8863041
2010-07-23 08:00:00,3.298,3.3705535
2010-07-23 08:10:00,2.452,8.591719
2010-07-23 08:20:00,2.766,3.0601997
2010-07-23 08:30:00,4.085999999999999,2.8805575
2010-07-23 08:40:00,13.552,3.3403988
2010-07-23 08:50:00,16.824,4.663948
2010-07-23 09:00:00,12.894,14.093445
2010-07-23 09:10:00,13.682000000000002,16.510994
2010-07-23 09:20:00,18.804,12.885778
2010-07-23 09:30:00,13.514000000000001,13.81348
2010-07-23 09:40:00,12.971999999999998,18.825102
2010-07-23 09:50:00,12.936,13.3027
2010-07-23 10:00:00,7.268000000000001,13.7062845
2010-07-23 10:10:00,4.496,14.588203
2010-07-23 10:20:00,3.6159999999999997,8.306158
2010-07-23 10:30:00,3.1500000000000004,5.2693896
2010-07-23 10:40:00,3.682,5.3992753
2010-07-23 10:50:00,3.7520000000000007,4.6473913
2010-07-23 11:00:00,6.563999999999999,4.947236
2010-07-23 11:10:00,2.606,5.266881
2010-07-23 11:20:00,3.1160000000000005,7.9527874
2010-07-23 11:30:00,3.4779999999999993,3.0678875
2010-07-23 11:40:00,3.398,4.087438
2010-07-23 11:50:00,2.552,4.4058228
2010-07-23 12:00:00,7.957999999999999,4.1256385
2010-07-23 12:10:00,6.356,3.2056515
2010-07-23 12:20:00,6.654,9.341904
